2024-04-12 16:27:54.152 | INFO     | __main__:main:99 - Starting directory analysis
2024-04-12 16:27:56.165 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\DP Technology: 2 subdirectories, 1 files, 251 total files
2024-04-12 16:27:56.165 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\CAD & CAM: 5 subdirectories, 0 files, 203 total files
2024-04-12 16:27:56.166 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\CPC_v2_1_15: 1 subdirectories, 0 files, 189 total files
2024-04-12 16:27:56.166 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Resources & Tools: 11 subdirectories, 4 files, 168 total files
2024-04-12 16:27:56.166 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Other: 5 subdirectories, 9 files, 164 total files
2024-04-12 16:27:56.167 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Mazak Software: 2 subdirectories, 3 files, 118 total files
2024-04-12 16:27:56.167 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Figma: 1 subdirectories, 0 files, 92 total files
2024-04-12 16:27:56.168 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\My Mastercam 2024: 1 subdirectories, 0 files, 73 total files
2024-04-12 16:27:56.168 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Cook i300s: 1 subdirectories, 0 files, 66 total files
2024-04-12 16:27:56.169 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Travel: 4 subdirectories, 1 files, 43 total files
2024-04-12 16:27:56.170 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\My Mastercam 2023: 1 subdirectories, 0 files, 35 total files
2024-04-12 16:27:56.171 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Receipts: 1 subdirectories, 11 files, 14 total files
2024-04-12 16:27:56.172 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Smartbox: 2 subdirectories, 6 files, 12 total files
2024-04-12 16:27:56.172 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Apps: 3 subdirectories, 0 files, 9 total files
2024-04-12 16:27:56.173 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\IBM: 3 subdirectories, 0 files, 8 total files
2024-04-12 16:27:56.174 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\MTC Agent Reader Files: 1 subdirectories, 0 files, 6 total files
2024-04-12 16:27:56.174 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\2023-10-10-MC2024-eval.zip: 1 subdirectories, 0 files, 5 total files
2024-04-12 16:27:56.175 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\My Web Sites: 1 subdirectories, 0 files, 5 total files
2024-04-12 16:27:56.175 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Test Program Drive: 0 subdirectories, 5 files, 5 total files
2024-04-12 16:27:56.176 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Custom Office Templates: 0 subdirectories, 4 files, 4 total files
2024-04-12 16:27:56.176 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Lightshot: 0 subdirectories, 4 files, 4 total files
2024-04-12 16:27:56.177 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\test: 0 subdirectories, 4 files, 4 total files
2024-04-12 16:27:56.177 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Tooling Dashboard: 1 subdirectories, 2 files, 4 total files
2024-04-12 16:27:56.177 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\IISExpress: 3 subdirectories, 0 files, 3 total files
2024-04-12 16:27:56.178 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\MAZAK-MTConnectDash: 0 subdirectories, 3 files, 3 total files
2024-04-12 16:27:56.178 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Visual Studio 2022: 4 subdirectories, 0 files, 3 total files
2024-04-12 16:27:56.179 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\MAZAK-TimeEstimates: 3 subdirectories, 0 files, 2 total files
2024-04-12 16:27:56.179 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Reflect: 0 subdirectories, 2 files, 2 total files
2024-04-12 16:27:56.180 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\1Pass: 0 subdirectories, 1 files, 1 total files
2024-04-12 16:27:56.181 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Backups: 1 subdirectories, 0 files, 1 total files
2024-04-12 16:27:56.181 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Dell: 1 subdirectories, 0 files, 1 total files
2024-04-12 16:27:56.182 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\MAZAK-Tooling Dashboard: 1 subdirectories, 0 files, 1 total files
2024-04-12 16:27:56.182 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\NordPass: 0 subdirectories, 1 files, 1 total files
2024-04-12 16:27:56.183 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Fusion 360: 5 subdirectories, 0 files, 0 total files
2024-04-12 16:27:56.184 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Graphics: 1 subdirectories, 0 files, 0 total files
2024-04-12 16:27:56.184 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\MAZAK-Maintenance Dash: 0 subdirectories, 0 files, 0 total files
2024-04-12 16:27:56.185 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\SQL Server Management Studio: 1 subdirectories, 0 files, 0 total files
2024-04-12 16:27:56.186 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Visual Studio 2017: 3 subdirectories, 0 files, 0 total files
2024-04-12 16:27:56.187 | INFO     | __main__:main:127 - Directory analysis complete...
2024-04-12 16:27:56.187 | INFO     | __main__:main:128 - Indexed in 20785 files in 2.034 seconds
