2024-04-12 16:27:54.152 | INFO     | __main__:main:99 - Starting directory analysis
2024-04-12 16:27:55.776 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/CAD & CAM'), subdirectories=0, files=0, recursive_files=203) took 0.00 seconds
2024-04-12 16:27:55.778 | DEBUG    | __main__:count_subdirectories:71 - Counted 5 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/CAD & CAM'), subdirectories=0, files=0, recursive_files=203) took 0.00 seconds
2024-04-12 16:27:55.783 | DEBUG    | __main__:count_files:48 - Counted 5 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Coding'), subdirectories=0, files=0, recursive_files=2680) took 0.00 seconds
2024-04-12 16:27:55.789 | DEBUG    | __main__:count_subdirectories:71 - Counted 16 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Coding'), subdirectories=0, files=5, recursive_files=2680) took 0.00 seconds
2024-04-12 16:27:55.790 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Cook i300s'), subdirectories=0, files=0, recursive_files=66) took 0.00 seconds
2024-04-12 16:27:55.791 | DEBUG    | __main__:count_subdirectories:71 - Counted 1 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Cook i300s'), subdirectories=0, files=0, recursive_files=66) took 0.00 seconds
2024-04-12 16:27:55.792 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/CPC_v2_1_15'), subdirectories=0, files=0, recursive_files=189) took 0.00 seconds
2024-04-12 16:27:55.793 | DEBUG    | __main__:count_subdirectories:71 - Counted 1 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/CPC_v2_1_15'), subdirectories=0, files=0, recursive_files=189) took 0.00 seconds
2024-04-12 16:27:55.794 | DEBUG    | __main__:count_files:48 - Counted 4 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Custom Office Templates'), subdirectories=0, files=0, recursive_files=4) took 0.00 seconds
2024-04-12 16:27:55.795 | DEBUG    | __main__:count_subdirectories:71 - Counted 0 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Custom Office Templates'), subdirectories=0, files=4, recursive_files=4) took 0.00 seconds
2024-04-12 16:27:55.797 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Dell'), subdirectories=0, files=0, recursive_files=1) took 0.00 seconds
2024-04-12 16:27:55.799 | DEBUG    | __main__:count_subdirectories:71 - Counted 1 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Dell'), subdirectories=0, files=0, recursive_files=1) took 0.00 seconds
2024-04-12 16:27:55.802 | DEBUG    | __main__:count_files:48 - Counted 1 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/DP Technology'), subdirectories=0, files=0, recursive_files=251) took 0.00 seconds
2024-04-12 16:27:55.804 | DEBUG    | __main__:count_subdirectories:71 - Counted 2 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/DP Technology'), subdirectories=0, files=1, recursive_files=251) took 0.00 seconds
2024-04-12 16:27:55.805 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Figma'), subdirectories=0, files=0, recursive_files=92) took 0.00 seconds
2024-04-12 16:27:55.807 | DEBUG    | __main__:count_subdirectories:71 - Counted 1 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Figma'), subdirectories=0, files=0, recursive_files=92) took 0.00 seconds
2024-04-12 16:27:55.809 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Fusion 360'), subdirectories=0, files=0, recursive_files=0) took 0.00 seconds
2024-04-12 16:27:55.811 | DEBUG    | __main__:count_subdirectories:71 - Counted 5 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Fusion 360'), subdirectories=0, files=0, recursive_files=0) took 0.00 seconds
2024-04-12 16:27:55.813 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Git Practice'), subdirectories=0, files=0, recursive_files=1346) took 0.00 seconds
2024-04-12 16:27:55.816 | DEBUG    | __main__:count_subdirectories:71 - Counted 4 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Git Practice'), subdirectories=0, files=0, recursive_files=1346) took 0.00 seconds
2024-04-12 16:27:55.818 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Graphics'), subdirectories=0, files=0, recursive_files=0) took 0.00 seconds
2024-04-12 16:27:55.821 | DEBUG    | __main__:count_subdirectories:71 - Counted 1 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Graphics'), subdirectories=0, files=0, recursive_files=0) took 0.00 seconds
2024-04-12 16:27:55.823 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/IBM'), subdirectories=0, files=0, recursive_files=8) took 0.00 seconds
2024-04-12 16:27:55.825 | DEBUG    | __main__:count_subdirectories:71 - Counted 3 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/IBM'), subdirectories=0, files=0, recursive_files=8) took 0.00 seconds
2024-04-12 16:27:55.827 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/IISExpress'), subdirectories=0, files=0, recursive_files=3) took 0.00 seconds
2024-04-12 16:27:55.829 | DEBUG    | __main__:count_subdirectories:71 - Counted 3 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/IISExpress'), subdirectories=0, files=0, recursive_files=3) took 0.00 seconds
2024-04-12 16:27:55.832 | DEBUG    | __main__:count_files:48 - Counted 4 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Lightshot'), subdirectories=0, files=0, recursive_files=4) took 0.00 seconds
2024-04-12 16:27:55.835 | DEBUG    | __main__:count_subdirectories:71 - Counted 0 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Lightshot'), subdirectories=0, files=4, recursive_files=4) took 0.00 seconds
2024-04-12 16:27:55.841 | DEBUG    | __main__:count_files:48 - Counted 1 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Mad Science'), subdirectories=0, files=0, recursive_files=1426) took 0.00 seconds
2024-04-12 16:27:55.848 | DEBUG    | __main__:count_subdirectories:71 - Counted 23 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Mad Science'), subdirectories=0, files=1, recursive_files=1426) took 0.01 seconds
2024-04-12 16:27:55.851 | DEBUG    | __main__:count_files:48 - Counted 3 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Mazak Software'), subdirectories=0, files=0, recursive_files=118) took 0.00 seconds
2024-04-12 16:27:55.854 | DEBUG    | __main__:count_subdirectories:71 - Counted 2 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Mazak Software'), subdirectories=0, files=3, recursive_files=118) took 0.00 seconds
2024-04-12 16:27:55.855 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/MAZAK-Maintenance Dash'), subdirectories=0, files=0, recursive_files=0) took 0.00 seconds
2024-04-12 16:27:55.856 | DEBUG    | __main__:count_subdirectories:71 - Counted 0 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/MAZAK-Maintenance Dash'), subdirectories=0, files=0, recursive_files=0) took 0.00 seconds
2024-04-12 16:27:55.858 | DEBUG    | __main__:count_files:48 - Counted 3 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/MAZAK-MTConnectDash'), subdirectories=0, files=0, recursive_files=3) took 0.00 seconds
2024-04-12 16:27:55.860 | DEBUG    | __main__:count_subdirectories:71 - Counted 0 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/MAZAK-MTConnectDash'), subdirectories=0, files=3, recursive_files=3) took 0.00 seconds
2024-04-12 16:27:55.862 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/MAZAK-TimeEstimates'), subdirectories=0, files=0, recursive_files=2) took 0.00 seconds
2024-04-12 16:27:55.864 | DEBUG    | __main__:count_subdirectories:71 - Counted 3 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/MAZAK-TimeEstimates'), subdirectories=0, files=0, recursive_files=2) took 0.00 seconds
2024-04-12 16:27:55.866 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/MAZAK-Tooling Dashboard'), subdirectories=0, files=0, recursive_files=1) took 0.00 seconds
2024-04-12 16:27:55.869 | DEBUG    | __main__:count_subdirectories:71 - Counted 1 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/MAZAK-Tooling Dashboard'), subdirectories=0, files=0, recursive_files=1) took 0.00 seconds
2024-04-12 16:27:55.870 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/MTC Agent Reader Files'), subdirectories=0, files=0, recursive_files=6) took 0.00 seconds
2024-04-12 16:27:55.872 | DEBUG    | __main__:count_subdirectories:71 - Counted 1 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/MTC Agent Reader Files'), subdirectories=0, files=0, recursive_files=6) took 0.00 seconds
2024-04-12 16:27:55.875 | DEBUG    | __main__:count_files:48 - Counted 1 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/MTConnect'), subdirectories=0, files=0, recursive_files=5271) took 0.00 seconds
2024-04-12 16:27:55.878 | DEBUG    | __main__:count_subdirectories:71 - Counted 10 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/MTConnect'), subdirectories=0, files=1, recursive_files=5271) took 0.00 seconds
2024-04-12 16:27:55.879 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/My Mastercam 2023'), subdirectories=0, files=0, recursive_files=35) took 0.00 seconds
2024-04-12 16:27:55.880 | DEBUG    | __main__:count_subdirectories:71 - Counted 1 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/My Mastercam 2023'), subdirectories=0, files=0, recursive_files=35) took 0.00 seconds
2024-04-12 16:27:55.882 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/My Mastercam 2024'), subdirectories=0, files=0, recursive_files=73) took 0.00 seconds
2024-04-12 16:27:55.884 | DEBUG    | __main__:count_subdirectories:71 - Counted 1 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/My Mastercam 2024'), subdirectories=0, files=0, recursive_files=73) took 0.00 seconds
2024-04-12 16:27:55.885 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/My Web Sites'), subdirectories=0, files=0, recursive_files=5) took 0.00 seconds
2024-04-12 16:27:55.886 | DEBUG    | __main__:count_subdirectories:71 - Counted 1 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/My Web Sites'), subdirectories=0, files=0, recursive_files=5) took 0.00 seconds
2024-04-12 16:27:55.887 | DEBUG    | __main__:count_files:48 - Counted 1 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/NordPass'), subdirectories=0, files=0, recursive_files=1) took 0.00 seconds
2024-04-12 16:27:55.888 | DEBUG    | __main__:count_subdirectories:71 - Counted 0 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/NordPass'), subdirectories=0, files=1, recursive_files=1) took 0.00 seconds
2024-04-12 16:27:55.894 | DEBUG    | __main__:count_files:48 - Counted 9 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Other'), subdirectories=0, files=0, recursive_files=164) took 0.00 seconds
2024-04-12 16:27:55.899 | DEBUG    | __main__:count_subdirectories:71 - Counted 5 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Other'), subdirectories=0, files=9, recursive_files=164) took 0.00 seconds
2024-04-12 16:27:55.902 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Projects'), subdirectories=0, files=0, recursive_files=402) took 0.00 seconds
2024-04-12 16:27:55.903 | DEBUG    | __main__:count_subdirectories:71 - Counted 4 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Projects'), subdirectories=0, files=0, recursive_files=402) took 0.00 seconds
2024-04-12 16:27:55.908 | DEBUG    | __main__:count_files:48 - Counted 11 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Receipts'), subdirectories=0, files=0, recursive_files=14) took 0.00 seconds
2024-04-12 16:27:55.911 | DEBUG    | __main__:count_subdirectories:71 - Counted 1 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Receipts'), subdirectories=0, files=11, recursive_files=14) took 0.00 seconds
2024-04-12 16:27:55.913 | DEBUG    | __main__:count_files:48 - Counted 2 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Reflect'), subdirectories=0, files=0, recursive_files=2) took 0.00 seconds
2024-04-12 16:27:55.915 | DEBUG    | __main__:count_subdirectories:71 - Counted 0 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Reflect'), subdirectories=0, files=2, recursive_files=2) took 0.00 seconds
2024-04-12 16:27:55.920 | DEBUG    | __main__:count_files:48 - Counted 4 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Resources & Tools'), subdirectories=0, files=0, recursive_files=168) took 0.00 seconds
2024-04-12 16:27:55.926 | DEBUG    | __main__:count_subdirectories:71 - Counted 11 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Resources & Tools'), subdirectories=0, files=4, recursive_files=168) took 0.00 seconds
2024-04-12 16:27:55.927 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/School'), subdirectories=0, files=0, recursive_files=2353) took 0.00 seconds
2024-04-12 16:27:55.928 | DEBUG    | __main__:count_subdirectories:71 - Counted 2 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/School'), subdirectories=0, files=0, recursive_files=2353) took 0.00 seconds
2024-04-12 16:27:55.931 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Shows'), subdirectories=0, files=0, recursive_files=514) took 0.00 seconds
2024-04-12 16:27:55.936 | DEBUG    | __main__:count_subdirectories:71 - Counted 5 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Shows'), subdirectories=0, files=0, recursive_files=514) took 0.00 seconds
2024-04-12 16:27:55.940 | DEBUG    | __main__:count_files:48 - Counted 6 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Smartbox'), subdirectories=0, files=0, recursive_files=12) took 0.00 seconds
2024-04-12 16:27:55.943 | DEBUG    | __main__:count_subdirectories:71 - Counted 2 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Smartbox'), subdirectories=0, files=6, recursive_files=12) took 0.00 seconds
2024-04-12 16:27:55.946 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Smooth Tool Management'), subdirectories=0, files=0, recursive_files=1401) took 0.00 seconds
2024-04-12 16:27:55.949 | DEBUG    | __main__:count_subdirectories:71 - Counted 7 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Smooth Tool Management'), subdirectories=0, files=0, recursive_files=1401) took 0.00 seconds
2024-04-12 16:27:55.952 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/SQL Server Management Studio'), subdirectories=0, files=0, recursive_files=0) took 0.00 seconds
2024-04-12 16:27:55.954 | DEBUG    | __main__:count_subdirectories:71 - Counted 1 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/SQL Server Management Studio'), subdirectories=0, files=0, recursive_files=0) took 0.00 seconds
2024-04-12 16:27:55.956 | DEBUG    | __main__:count_files:48 - Counted 3 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Syncrex Conversion Software'), subdirectories=0, files=0, recursive_files=2110) took 0.00 seconds
2024-04-12 16:27:55.959 | DEBUG    | __main__:count_subdirectories:71 - Counted 5 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Syncrex Conversion Software'), subdirectories=0, files=3, recursive_files=2110) took 0.00 seconds
2024-04-12 16:27:55.960 | DEBUG    | __main__:count_files:48 - Counted 4 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/test'), subdirectories=0, files=0, recursive_files=4) took 0.00 seconds
2024-04-12 16:27:55.962 | DEBUG    | __main__:count_subdirectories:71 - Counted 0 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/test'), subdirectories=0, files=4, recursive_files=4) took 0.00 seconds
2024-04-12 16:27:55.964 | DEBUG    | __main__:count_files:48 - Counted 5 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Test Program Drive'), subdirectories=0, files=0, recursive_files=5) took 0.00 seconds
2024-04-12 16:27:55.967 | DEBUG    | __main__:count_subdirectories:71 - Counted 0 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Test Program Drive'), subdirectories=0, files=5, recursive_files=5) took 0.00 seconds
2024-04-12 16:27:55.969 | DEBUG    | __main__:count_files:48 - Counted 2 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Tooling Dashboard'), subdirectories=0, files=0, recursive_files=4) took 0.00 seconds
2024-04-12 16:27:55.971 | DEBUG    | __main__:count_subdirectories:71 - Counted 1 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Tooling Dashboard'), subdirectories=0, files=2, recursive_files=4) took 0.00 seconds
2024-04-12 16:27:55.973 | DEBUG    | __main__:count_files:48 - Counted 1 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Travel'), subdirectories=0, files=0, recursive_files=43) took 0.00 seconds
2024-04-12 16:27:55.975 | DEBUG    | __main__:count_subdirectories:71 - Counted 4 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Travel'), subdirectories=0, files=1, recursive_files=43) took 0.00 seconds
2024-04-12 16:27:55.976 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Virtual Machines'), subdirectories=0, files=0, recursive_files=258) took 0.00 seconds
2024-04-12 16:27:55.977 | DEBUG    | __main__:count_subdirectories:71 - Counted 1 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Virtual Machines'), subdirectories=0, files=0, recursive_files=258) took 0.00 seconds
2024-04-12 16:27:55.978 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Visual Studio 2017'), subdirectories=0, files=0, recursive_files=0) took 0.00 seconds
2024-04-12 16:27:55.979 | DEBUG    | __main__:count_subdirectories:71 - Counted 3 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Visual Studio 2017'), subdirectories=0, files=0, recursive_files=0) took 0.00 seconds
2024-04-12 16:27:55.981 | DEBUG    | __main__:count_files:48 - Counted 0 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Visual Studio 2022'), subdirectories=0, files=0, recursive_files=3) took 0.00 seconds
2024-04-12 16:27:55.984 | DEBUG    | __main__:count_subdirectories:71 - Counted 4 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/Visual Studio 2022'), subdirectories=0, files=0, recursive_files=3) took 0.00 seconds
2024-04-12 16:27:56.073 | DEBUG    | __main__:count_files:48 - Counted 437 files in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/WebSite'), subdirectories=0, files=0, recursive_files=778) took 0.09 seconds
2024-04-12 16:27:56.158 | DEBUG    | __main__:count_subdirectories:71 - Counted 16 subdirectories in Directory(path=WindowsPath('C:/Users/momoore/OneDrive - Mazak Corporation/Documents/WebSite'), subdirectories=0, files=437, recursive_files=778) took 0.08 seconds
2024-04-12 16:27:56.159 | DEBUG    | __main__:sort:40 - Sorting items took 0.00 seconds
2024-04-12 16:27:56.160 | INFO     | __main__:main:119 - Sorting completed
2024-04-12 16:27:56.160 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\MTConnect: 10 subdirectories, 1 files, 5271 total files
2024-04-12 16:27:56.160 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Coding: 16 subdirectories, 5 files, 2680 total files
2024-04-12 16:27:56.161 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\School: 2 subdirectories, 0 files, 2353 total files
2024-04-12 16:27:56.161 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Syncrex Conversion Software: 5 subdirectories, 3 files, 2110 total files
2024-04-12 16:27:56.161 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Mad Science: 23 subdirectories, 1 files, 1426 total files
2024-04-12 16:27:56.162 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Smooth Tool Management: 7 subdirectories, 0 files, 1401 total files
2024-04-12 16:27:56.162 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Git Practice: 4 subdirectories, 0 files, 1346 total files
2024-04-12 16:27:56.163 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\WebSite: 16 subdirectories, 437 files, 778 total files
2024-04-12 16:27:56.163 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Altova: 3 subdirectories, 0 files, 746 total files
2024-04-12 16:27:56.163 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Shows: 5 subdirectories, 0 files, 514 total files
2024-04-12 16:27:56.164 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Projects: 4 subdirectories, 0 files, 402 total files
2024-04-12 16:27:56.164 | INFO     | __main__:main:122 - C:\Users\momoore\OneDrive - Mazak Corporation\Documents\Virtual Machines: 1 subdirectories, 0 files, 258 total files
